class,genus,species,synonyms,common_names,status
AMPHIBIA,Limnonectes,nitidus,,,EN
AMPHIBIA,Limnonectes,parvus,,,VU
AMPHIBIA,Limnonectes,toumanoffi,,,VU
AMPHIBIA,Limnonectes,visayanus,,Philippine wart frog,VU
INSECTA,Limoniscus,violaceus,,,EN
AVES,Liocichla,bugunorum,,Bugun liocichla,CR
AVES,Liocichla,omeiensis,,Omei Shan liocichla,VU
MAMMALIA,Liomys,spectabilis,,Jaliscan spiny pocket mouse,EN
AVES,Lipaugus,uropygialis,Chirocylla uropygialis uropygialis,Scimitar-winged piha,VU
AVES,Lipaugus,weberi,,Chestnut-capped piha,EN
MAMMALIA,Lipotes,vexillifer,,Yangtze river dolphin,CR
INSECTA,Liptena,tiassale,,Tiassale liptena,VU
AMPHIBIA,Lithobates,bwana,Rana bwana  ,,VU
AMPHIBIA,Lithobates,chichicuahutla,Rana chichicuahutla  ,,CR
AMPHIBIA,Lithobates,chiricahuensis,Rana chiricahuensis  ,Chiricahua leopard frog,VU
AMPHIBIA,Lithobates,dunni,Rana dunni  ,,EN
AMPHIBIA,Lithobates,johni,Rana johni  |Rana moorei  ,,EN
AMPHIBIA,Lithobates,macroglossa,Rana macroglossa  ,,VU
AMPHIBIA,Lithobates,megapoda,Rana megapoda  |Rana trilobata  ,Big-footed leopard frog,VU
AMPHIBIA,Lithobates,miadis,Rana miadis  ,,VU
AMPHIBIA,Lithobates,okaloosae,Rana okaloosae  ,Florida bog frog,VU
AMPHIBIA,Lithobates,omiltemanus,Lithobates omiltemana  |Rana omiltemana  ,Guerreran leopard frog,CR
AMPHIBIA,Lithobates,onca,Rana onca  ,Relict leopard frog,EN
AMPHIBIA,Lithobates,pueblae,Rana pueblae  ,,CR
AMPHIBIA,Lithobates,sevosus,Lithobates sevosa  |Rana sevosa  ,Dusky gopher frog,CR
AMPHIBIA,Lithobates,sierramadrensis,Rana sierramadrensis  ,,VU
AMPHIBIA,Lithobates,subaquavocalis,Rana subaquavocalis  ,Ramsey Canyon leopard frog,CR
AMPHIBIA,Lithobates,tarahumarae,Rana tarahumarae  ,Tarahumara frog,VU
AMPHIBIA,Lithobates,tlaloci,Rana tlaloci  ,Tlaloc's leopard frog,CR
AMPHIBIA,Lithobates,vibicarius,Levirana vibicaria|Lithobates vibicaria|Rana godmani|Rana vibicaria,Rancho redondo frog,VU
INSECTA,Lithosticta,macra,,Rock narrow-wing,VU
AMPHIBIA,Litoria,andiirrmalin,,Cape Melville treefrog,VU
AMPHIBIA,Litoria,aurea,,Golden bell frog,VU
AMPHIBIA,Litoria,avocalis,Nyctimystes avocalis  ,,VU
AMPHIBIA,Litoria,becki,,,VU
AMPHIBIA,Litoria,booroolongensis,,Booroolong frog,CR
AMPHIBIA,Litoria,brevipalmata,,Green-thighed frog,EN
AMPHIBIA,Litoria,castanea,Litoria flavipunctata  ,Yellow-spotted tree frog,CR
AMPHIBIA,Litoria,cooloolensis,,Cooloola sedgefrog,EN
AMPHIBIA,Litoria,daviesae,,,VU
AMPHIBIA,Litoria,dayi,Nyctimystes dayi  ,Australian lace-lid,EN
AMPHIBIA,Litoria,freycineti,,Freycinet's frog,VU
AMPHIBIA,Litoria,lorica,,Armoured frog,CR
AMPHIBIA,Litoria,lutea,,,VU
AMPHIBIA,Litoria,myola,,,CR
AMPHIBIA,Litoria,nannotis,,Torrent tree frog,EN
AMPHIBIA,Litoria,nyakalensis,,Mountain mistfrog,CR
AMPHIBIA,Litoria,olongburensis,,Olongburra frog,VU
AMPHIBIA,Litoria,piperata,,Peppered tree frog,CR
AMPHIBIA,Litoria,quadrilineata,,,VU
AMPHIBIA,Litoria,raniformis,,Green and gold frog,EN
AMPHIBIA,Litoria,rheocola,,Common mist frog,EN
AMPHIBIA,Litoria,rueppelli,Nyctimystes rueppelli  ,,VU
AMPHIBIA,Litoria,spenceri,,Spencer's River tree frog,CR
AMPHIBIA,Litoria,subglandulosa,,Glandular frog,VU
AMPHIBIA,Litoria,wisselensis,,,VU
AMPHIBIA,Liua,tsinpaensis,Ranodon tsinpaensis  ,Tsinpa salamander,VU
AMPHIBIA,Liuixalus,ocellatus,Philautus ocellatus  ,,EN
AMPHIBIA,Liuixalus,romeri,Chirixalus romeri  |Philautus romeri  ,Romer's treefrog,EN
AVES,Locustella,pleskei,,Pleske's grasshopper-warbler,VU
AVES,Loddigesia,mirabilis,,Marvelous spatuletail,EN
MAMMALIA,Lonchorhina,fernandezi,,Fernandez's sword-nosed bat,EN
MAMMALIA,Lonchorhina,marinkellei,,Marinkelle's sword-nosed bat,EN
MAMMALIA,Lonchorhina,orinocensis,,Orinoco sword-nosed bat,VU
AVES,Lonchura,vana,,Grey-banded munia,VU
MAMMALIA,Lontra,felina,Lutra felina  ,Marine otter,EN
MAMMALIA,Lontra,provocax,Lutra provocax  ,Southern River otter,EN
AVES,Lophophorus,lhuysii,,Chinese monal,VU
AVES,Lophophorus,sclateri,,Sclater's monal,VU
AVES,Lophornis,brachylophus,Lophornis brachylopha ,Short-crested coquette,CR
AVES,Lophornis,gouldii,,Dot-eared coquette,VU
AVES,Lophura,bulweri,Lobiophasis bulweri |Lobiophasis bulweri bulweri,Bulwer's pheasant,VU
AVES,Lophura,edwardsi,Lophura hatinhensis,Edwards's pheasant,CR
AVES,Lophura,erythrophthalma,,Malay crestless fireback,VU
AVES,Lophura,pyronota,,Bornean crestless fireback,VU
MAMMALIA,Lophuromys,dieterleni,,Dieterlen's brush-furred mouse,EN
MAMMALIA,Lophuromys,eisentrauti,,,EN
MAMMALIA,Lophuromys,medicaudatus,,Medium-tailed brush-furred rat,VU
MAMMALIA,Lophuromys,melanonyx,,Black-clawed brush-furred rat,VU
MAMMALIA,Lophuromys,rahmi,,Rahm's brush-furred rat,EN
AVES,Loriculus,flosculus,,Flores hanging-parrot,EN
MAMMALIA,Loris,tardigradus,Loris ceylonicus  |Loris gracilis  |Loris zeylanicus  ,Red slender loris,EN
AVES,Lorius,domicella,Lorius domicellus domicellus,Purple-naped lory,EN
AVES,Lorius,garrulus,,Chattering lory,VU
AVES,Loxia,megaplaga,,Hispaniolan crossbill,EN
AVES,Loxioides,bailleui,,Palila,CR
MAMMALIA,Loxodonta,africana,Elephas africana|Loxodonta cyclotis  ,African elephant,VU
AVES,Loxops,caeruleirostris,,Akekee,CR
AVES,Loxops,coccineus,,Akepa,EN
AVES,Luscinia,obscura,Erithacus obscurus obscurus,Black-throated blue robin,VU
AVES,Luscinia,ruficeps,Erithacus ruficeps ruficeps,Rufous-headed robin,EN
MAMMALIA,Lutra,sumatrana,,Hairy-nosed otter,EN
MAMMALIA,Lutrogale,perspicillata,Lutra perspicillata  ,Smooth-coated otter,VU
AVES,Lybius,chaplini,,Zambian barbet,VU
INSECTA,Lycaena,hermes,,Hermes copper,VU
INSECTA,Lycaena,ottomana,Lycaena ottomanus|Polyommatus ottomanus,Grecian copper,VU
MAMMALIA,Lycaon,pictus,,African wild dog,EN
AMPHIBIA,Lyciasalamandra,antalyana,,,EN
AMPHIBIA,Lyciasalamandra,atifi,,,EN
AMPHIBIA,Lyciasalamandra,billae,,,CR
AMPHIBIA,Lyciasalamandra,fazilae,,,EN
AMPHIBIA,Lyciasalamandra,flavimembris,,,EN
AMPHIBIA,Lyciasalamandra,helverseni,,,VU
AMPHIBIA,Lyciasalamandra,luschani,,,VU
AMPHIBIA,Lynchius,flavomaculatus,Eleutherodactylus flavomaculatus  |Phrynopus flavomaculatus  ,,VU
AMPHIBIA,Lynchius,parkeri,Phrynopus parkeri  ,,EN
MAMMALIA,Lynx,pardinus,,Iberian lynx,CR
MAMMALIA,Macaca,arctoides,Macaca brunneus  |Macaca harmandi  |Macaca melanotus  |Macaca melli  |Macaca rufescens  |Macaca speciosus  |Macaca ursinus  ,Stump-tailed macaque,VU
MAMMALIA,Macaca,hecki,Macaca tonkeana subspecies hecki,Heck's macaque,VU
MAMMALIA,Macaca,leonina,Macaca adusta  |Macaca andamanensis  |Macaca blythii  |Macaca coininus  |Macaca indochinensis  |Macaca insulana  ,Northern pig-tailed macaque,VU
MAMMALIA,Macaca,maura,Macaca cuvieri  |Macaca fusco-ater  |Macaca hypomelas  |Macaca inornatus  |Macaca majuscula  ,Moor macaque,EN
MAMMALIA,Macaca,munzala,,Arunachal macaque,EN
MAMMALIA,Macaca,nemestrina,Macaca brachyurus  |Macaca broca  |Macaca carpolegus  |Macaca fusca  |Macaca libidinosus  |Macaca longicruris  |Macaca maimon  |Macaca nucifera  |Macaca platypygos  ,Southern pig-tailed macaque,VU
MAMMALIA,Macaca,nigra,Macaca lembicus  |Macaca malayanus  ,Celebes crested macaque,CR
MAMMALIA,Macaca,nigrescens,,Gorontalo macaque,VU
MAMMALIA,Macaca,ochreata,,Booted macaque,VU
MAMMALIA,Macaca,pagensis,Macaca mentaveensis  ,Pagai Island macaque,CR
MAMMALIA,Macaca,siberu,Macaca pagensis subspecies siberu,Siberut macaque,VU
MAMMALIA,Macaca,silenus,Macaca albibarbatus  |Macaca ferox  |Macaca veter  |Macaca vetulus  ,Lion-tailed macaque,EN
MAMMALIA,Macaca,sinica,Macaca audeberti  |Macaca inaurea  |Macaca longicaudata  |Macaca pileatus  ,Toque macaque,EN
MAMMALIA,Macaca,sylvanus,Macaca sylvana  ,Barbary macaque,EN
MAMMALIA,Macaca,tonkeana,Macaca hypomelanus  |Macaca togeanus  |Macaca tonsus  ,Tonkean macaque,VU
AVES,Macgregoria,pulchra,,Ochre-winged honeyeater,VU
AVES,Macroagelaius,subalaris,,Mountain grackle,EN
INSECTA,Macrobaenetes,kelsoensis,,Kelso giant sand treader cricket,VU
INSECTA,Macrobaenetes,valgum,,Coachelia giant sand treader cricket,VU
AVES,Macrocephalon,maleo,,Maleo,EN
MAMMALIA,Macroderma,gigas,,Ghost bat,VU
INSECTA,Macrodontia,cervicornis,,,VU
MAMMALIA,Macrogalidia,musschenbroekii,,Brown palm civet,VU
INSECTA,Macrogomphus,lankanensis,,,VU
INSECTA,Macromia,erato,,,VU
INSECTA,Macromia,flinti,,,CR
INSECTA,Macromia,irina,,,VU
INSECTA,Macromia,katae,,,VU
INSECTA,Macromia,kubokaiya,,,EN
INSECTA,Macromia,splendens,,Splendid cruiser,VU
AVES,Macronyx,sharpei,Anthus sharpei sharpei,Sharpe's longclaw,EN
AVES,Macrosphenus,pulitzeri,,Pulitzer's longbill,EN
MAMMALIA,Macrotarsomys,ingens,,Long-tailed big-footed mouse,EN
MAMMALIA,Macrotis,lagotis,,Bilby,VU
AVES,Madanga,ruficollis,,Rufous-throated white-eye,EN
AMPHIBIA,Madecassophryne,truebae,,Trueb's Madagascar treefrog,EN
AVES,Malaconotus,alius,,Uluguru bush-shrike,CR
AVES,Malaconotus,gladiator,,Green-breasted bush-shrike,VU
AVES,Malacoptila,minor,,Lesser crescent-chested puffbird,EN
AVES,Malimbus,ballmanni,,Gola malimbe,EN
AVES,Malimbus,ibadanensis,,Ibadan malimbe,EN
MAMMALIA,Mallomys,gunung,,Alpine woolly rat,EN
MAMMALIA,Mandrillus,leucophaeus,,Drill,EN
MAMMALIA,Mandrillus,sphinx,Mandrillus sphinx subspecies insularis|Mandrillus sphinx subspecies madarogaster,Mandrill,VU
INSECTA,Manica,parasitica,,,VU
MAMMALIA,Manis,crassicaudata,,Indian pangolin,EN
MAMMALIA,Manis,culionensis,,Philippine pangolin,EN
MAMMALIA,Manis,javanica,,Sunda pangolin,CR
MAMMALIA,Manis,pentadactyla,,Chinese pangolin,CR
AMPHIBIA,Mannophryne,caquetio,,,CR
AMPHIBIA,Mannophryne,collaris,,,EN
AMPHIBIA,Mannophryne,cordilleriana,,,CR
AMPHIBIA,Mannophryne,lamarcai,,,CR
AMPHIBIA,Mannophryne,leonardoi,,,EN
AMPHIBIA,Mannophryne,neblina,,,CR
AMPHIBIA,Mannophryne,olmonae,Colostethus olmonae ,Bloody Bay poison frog,VU
AMPHIBIA,Mannophryne,riveroi,,,EN
AMPHIBIA,Mannophryne,trinitatis,,Yellow-throated frog,VU
AMPHIBIA,Mannophryne,trujillensis,,,EN
AMPHIBIA,Mannophryne,yustizi,,,EN
AVES,Manorina,melanotis,,Black-eared miner,EN
AMPHIBIA,Mantella,aurantiaca,,Golden mantella,CR
AMPHIBIA,Mantella,bernhardi,,Bernhard's mantella,EN
AMPHIBIA,Mantella,cowanii,,Cowan's mantella,EN
AMPHIBIA,Mantella,crocea,,Eastern golden frog,EN
AMPHIBIA,Mantella,expectata,,Blue-legged mantella,EN
AMPHIBIA,Mantella,haraldmeieri,Mantella  madagascariensis  subspecies haraldmeieri ,Haraldmeier's mantella,VU
AMPHIBIA,Mantella,madagascariensis,Dendrobates  madagascariensis |Mantella  loppei ,Madagascan mantella,VU
AMPHIBIA,Mantella,manery,,Marojejy mantella,VU
AMPHIBIA,Mantella,milotympanum,Mantella  aurantiaca  subspecies milotympanum ,Black-eared mantella,CR
AMPHIBIA,Mantella,pulchra,,Parker's golden frog,VU
AMPHIBIA,Mantella,viridis,,Green mantella,EN
AMPHIBIA,Mantidactylus,delormei,,,VU
AMPHIBIA,Mantidactylus,madecassus,Rhacophorus  madecassus ,Andringitra Madagascar frog,EN
AMPHIBIA,Mantidactylus,noralottae,,,VU
AMPHIBIA,Mantidactylus,pauliani,,,CR
MAMMALIA,Margaretamys,beccarii,,Spiny lowland margaretamys,VU
AVES,Marmaronetta,angustirostris,,Marbled teal,VU
MAMMALIA,Marmosa,phaea,Marmosa phaeus|Micoureus phaeus  ,Little woolly mouse opossum ,VU
MAMMALIA,Marmosa,xerophila,,Dryland mouse opossum,VU
MAMMALIA,Marmosops,handleyi,,Handley's slender mouse opossum,CR
MAMMALIA,Marmosops,juninensis,,,VU
MAMMALIA,Marmota,menzbieri,Marmota menzbieri subspecies zachidovi,Menzbier's marmot,VU
MAMMALIA,Marmota,sibirica,Marmota sibirica subspecies caliginosus|Marmota sibirica subspecies dahurica,Mongolian marmot,EN
MAMMALIA,Marmota,vancouverensis,,Vancouver Island marmot,CR
MAMMALIA,Martes,gwatkinsii,,Nilgiri marten,VU
MAMMALIA,Mastomys,awashensis,,Awash mastomys,VU
MAMMALIA,Maxomys,inflatus,,Broad-nosed Sumatran maxomys,VU
MAMMALIA,Maxomys,pagensis,,Mentawai Archipelago maxomys,EN
MAMMALIA,Maxomys,rajah,,Rajah Sundaic maxomys,VU
MAMMALIA,Maxomys,wattsi,,Watts's Sulawesi maxomys,EN
MAMMALIA,Maxomys,whiteheadi,,Whitehead's Sundaic maxomys,VU
AVES,Mayrornis,schistaceus,,Vanikoro monarch,VU
AVES,Mayrornis,versicolor,,Ogea monarch,VU
MAMMALIA,Mazama,bororo,Mazama sp. nov. subspecies ,Small red brocket,VU
MAMMALIA,Mazama,bricenii,,MÅ_rida brocket,VU
MAMMALIA,Mazama,chunyi,,Peruvian dwarf brocket,VU
MAMMALIA,Mazama,pandora,,Yucatan brown brocket,VU
MAMMALIA,Mazama,rufina,,Dwarf red brocket,VU
INSECTA,Mecistogaster,asticta,,,VU
INSECTA,Mecistogaster,pronoti,,Atlantic helicopter,CR
INSECTA,Megachile,cypricola,,,CR
INSECTA,Megachile,pluto,Chalcidoma pluto|Chalicodoma pluto,Wallace's giant bee,VU
MAMMALIA,Megadontomys,cryophilus,,Oaxaca giant deer mouse,EN
MAMMALIA,Megadontomys,nelsoni,,Nelson's giant deer mouse,EN
MAMMALIA,Megadontomys,thomasi,,Thomas's giant deer mouse,EN
AVES,Megadyptes,antipodes,,Yellow-eyed penguin,EN
MAMMALIA,Megaerops,kusnotoi,,Javan tailless fruit bat,VU
MAMMALIA,Megaerops,wetmorei,,White-collared fruit bat,VU
INSECTA,Megalagrion,leptodemas,,Crimson Hawaiian damselfly,CR
INSECTA,Megalagrion,molokaiense,,Molokai damselfly,CR
INSECTA,Megalagrion,nesiotes,,Flying earwig Hawaiian damselfly,CR
INSECTA,Megalagrion,oahuense,,Oahu damselfly,VU
INSECTA,Megalagrion,oceanicum,,Oceanic Hawaiian damselfly,VU
INSECTA,Megalagrion,pacificum,,Pacific Hawaiian damselfly,VU
INSECTA,Megalagrion,xanthomelas,,Orangeblack Hawaiian damselfly,VU
INSECTA,Megalomyrmex,symmetochus,,,VU
AVES,Megalurulus,grosvenori,Cichlornis grosvenori grosvenori,Bismarck thicketbird,VU
AVES,Megalurus,albolimbatus,,Fly river grassbird,VU
AVES,Megapodius,bernsteinii,,Sula scrubfowl,VU
AVES,Megapodius,geelvinkianus,,Biak scrubfowl ,VU
AVES,Megapodius,laperouse,,Micronesian scrubfowl,EN
AVES,Megapodius,layardi,,Vanuatu scrubfowl,VU
AVES,Megapodius,nicobariensis,,Nicobar scrubfowl,VU
AVES,Megapodius,pritchardii,,Tongan scrubfowl,EN
AVES,Megascops,barbarus,Otus barbarus ,Bearded screech-owl,VU
AMPHIBIA,Megastomatohyla,mixe,,,CR
AMPHIBIA,Megastomatohyla,mixomaculata,,,EN
AMPHIBIA,Megastomatohyla,nubicola,,,EN
AMPHIBIA,Megastomatohyla,pellita,Hyla pellita,Oaxacan yellow treefrog,CR
AMPHIBIA,Megophrys,ligayae,,Palawan horned frog,EN
AMPHIBIA,Megophrys,stejnegeri,,Mindanao horned frog,VU
AVES,Meiglyptes,tristis,,White-rumped woodpecker,EN
INSECTA,Meladema,imbricata,,,CR
INSECTA,Meladema,lanio,,,VU
AVES,Melaenornis,annamarulae,,Nimba flycatcher,VU
AVES,Melamprosops,phaeosoma,,Black-faced honeycreeper,CR
AVES,Melanitta,fusca,Melanitta fusca,Velvet scoter,EN
AMPHIBIA,Melanobatrachus,indicus,,,EN
MAMMALIA,Melanomys,zunigae,Oryzomys zunigae  ,Zuniga's dark rice rat,CR
AVES,Melanoperdix,niger,Melanoperdix nigra ,Black partridge,VU
AMPHIBIA,Melanophryne,barbatula,,,VU
AMPHIBIA,Melanophryne,carpish,Phrynopus carpish  ,,EN
AMPHIBIA,Melanophryniscus,admirabilis,,Red-belly toad,CR
AMPHIBIA,Melanophryniscus,devincenzii,,Rivera redbelly toad,EN
AMPHIBIA,Melanophryniscus,dorsalis,Melanophryniscus stelzneri subspecies dorsalis,,VU
AMPHIBIA,Melanophryniscus,langonei,,,CR
AMPHIBIA,Melanophryniscus,macrogranulosus,,,VU
AMPHIBIA,Melanophryniscus,montevidensis,Melanophryniscus stelzneri subspecies montevidensis,,VU
AMPHIBIA,Melanophryniscus,orejasmirandai,,,VU
AMPHIBIA,Melanophryniscus,peritus ,,,CR
AVES,Melanospiza,richardsoni,,St Lucia black finch,EN
INSECTA,Melasis,fermini,,,VU
AVES,Melidectes,princeps,,Long-bearded melidectes,VU
INSECTA,Melitta,hispanica,,,VU
INSECTA,Melitta,kastiliensis,,,VU
INSECTA,Mellissius,adumbratus,,Shadowy chafer,EN
MAMMALIA,Melomys,aerosus,,Dusky seram melomys,EN
MAMMALIA,Melomys,bannisteri,,Great Kai Island melomys,EN
MAMMALIA,Melomys,caurinus,,Short-tailed talaud melomys,EN
MAMMALIA,Melomys,fraterculus,,Manusela melomys,CR
MAMMALIA,Melomys,matambuai,,Manus melomys,EN
MAMMALIA,Melomys,rubicola,,Bramble Cay melomys,CR
MAMMALIA,Melomys,talaudium,,Long-tailed talaud melomys,EN
MAMMALIA,Melursus,ursinus,,Sloth bear,VU
AVES,Mergus,octosetaceus,,Brazilian merganser,CR
AVES,Mergus,squamatus,,Scaly-sided merganser,EN
MAMMALIA,Meriones,dahli,,Dahl's jird,EN
MAMMALIA,Meriones,sacramenti,,Buxton's jird,VU
AMPHIBIA,Meristogenys,amoropalamus,,,VU
AMPHIBIA,Meristogenys,jerboa,,,VU
AMPHIBIA,Mertensiella,caucasica,,Caucasian salamander,VU
AMPHIBIA,Mertensophryne,anotis,Stephopaedes anotis  ,Chirinda toad,EN
AMPHIBIA,Mertensophryne,howelli,Stephopaedes howelli  ,,EN
AMPHIBIA,Mertensophryne,nyikae,Bufo nyikae  ,,VU
AMPHIBIA,Mertensophryne,usambarae,Stephopaedes usambarae  ,,EN
AMPHIBIA,Mertensophryne,uzunguensis,Bufo uzunguensis  ,,VU
AVES,Merulaxis,stresemanni,,Stresemann's bristlefront,CR
INSECTA,Mesagrion,leucorrhinum,,,VU
AVES,Mesitornis,unicolor,,Brown mesite,VU
AVES,Mesitornis,variegatus,Mesitornis variegata variegata,White-breasted mesite,VU
MAMMALIA,Mesocapromys,angelcabrerai,,Cabrera's hutia,EN
MAMMALIA,Mesocapromys,auritus,,Eared hutia,EN
MAMMALIA,Mesocapromys,nanus,,Dwarf hutia,CR
MAMMALIA,Mesocapromys,sanfelipensis,,Little earth hutia,CR
INSECTA,Mesocnemis,tisi,,Liberian riverjack,EN
MAMMALIA,Mesocricetus,auratus,,Golden hamster,VU
AVES,Metabolus,rugensis,,Chuuk monarch,EN
INSECTA,Metacnemis,valida,,Kubusi featherlegs,EN
AVES,Metallura,baroni,,Violet-throated metaltail,EN
AVES,Metallura,iracunda,,Perija metaltail,EN
AMPHIBIA,Metaphryniscus,sosai,Metaphryniscus sosae  ,,VU
INSECTA,Metaphya,elongata,,,VU
INSECTA,Metioche,luteolus,Nemobius luteolus,,VU
INSECTA,Metioche,payendeei,,,CR
INSECTA,Metioche,superbus,,,CR
INSECTA,Metrioptera,domogledi,,,VU
MAMMALIA,Mico,leucippe,Callithrix argentata subspecies leucippe|Callithrix leucippe  ,Golden-white bare-ear marmoset,VU
MAMMALIA,Mico,rondoni,Mico sp. nov.  ,Rondon's marmoset,VU
AVES,Micrastur,plumbeus,,Plumbeous forest-falcon,VU
INSECTA,Micrathyria,coropinae,,,EN
INSECTA,Micrathyria,divergens,,,VU
INSECTA,Micrathyria,kleerekoperi,,,CR
INSECTA,Micrathyria,pseudhypodidyma,,,VU
AMPHIBIA,Micrixalus,gadgili,,,EN
AMPHIBIA,Micrixalus,kottigeharensis,,,CR
AMPHIBIA,Micrixalus,nudis,,,VU
AMPHIBIA,Micrixalus,phyllophilus,Micrixalus opisthorhodus  ,,VU
AMPHIBIA,Micrixalus,saxicola,Polypedates saxicola  ,Malabar tropical frog,VU
MAMMALIA,Microakodontomys,transitorius,,Transitional colilargo,EN
AMPHIBIA,Microbatrachella,capensis,,Cape flats frog,CR
MAMMALIA,Microcebus,arnholdi,,Arnhold's mouse lemur,EN
MAMMALIA,Microcebus,berthae,,Madame Berthe's mouse lemur,EN
MAMMALIA,Microcebus,bongolavensis,,Bongolava mouse lemur,EN
MAMMALIA,Microcebus,danfossi,Microcebus danfossorum,Danfoss' mouse lemur,EN
MAMMALIA,Microcebus,gerpi,,Gerp's mouse lemur,CR
MAMMALIA,Microcebus,jollyae,,Jolly's mouse lemur,EN
MAMMALIA,Microcebus,lehilahytsara,,Goodman's mouse lemur,VU
MAMMALIA,Microcebus,macarthurii,,MacArthur's mouse lemur,EN
MAMMALIA,Microcebus,mamiratra,Microcebus lokobensis,Claire's mouse lemur,CR
MAMMALIA,Microcebus,margotmarshae,,Margot Marsh's mouse lemur,EN
MAMMALIA,Microcebus,marohita,,Marohita mouse lemur,CR
MAMMALIA,Microcebus,mittermeieri,,Mittermeier's mouse lemur,EN
MAMMALIA,Microcebus,myoxinus,,Peters' mouse lemur,VU
MAMMALIA,Microcebus,ravelobensis,,Golden-brown mouse lemur,EN
MAMMALIA,Microcebus,rufus,,Rufous mouse lemur,VU
MAMMALIA,Microcebus,sambiranensis,,Sambirano mouse lemur,EN
MAMMALIA,Microcebus,simmonsi,,Simmons' mouse lemur,EN
MAMMALIA,Microcebus,tavaratra,,Tavaratra mouse lemur,VU
MAMMALIA,Microgale,dryas,,Dryad Shrew tenrec,VU
MAMMALIA,Microgale,jenkinsae,,Jenkins' shrew tenrec,EN
MAMMALIA,Microgale,jobihely,,Northern shrew tenrec,EN
MAMMALIA,Microgale,monticola,,Montane shrew tenrec,VU
MAMMALIA,Microgale,nasoloi,,Nasolo's shrew tenrec,VU
INSECTA,Microgomphus,wijaya,,,EN
AMPHIBIA,Microhyla,karunaratnei,,,CR
AMPHIBIA,Microhyla,maculifera,,,VU
AMPHIBIA,Microhyla,sholigari,,,EN
AMPHIBIA,Microhyla,zeylanica,,,EN
INSECTA,Micromacromia,miraculosa,,,CR
INSECTA,Microneura,caligata,,Blue-and-orange threadtail,EN
MAMMALIA,Micropotamogale,lamottei,,Nimba otter shrew,EN
MAMMALIA,Microtus,bavaricus,Pitymys bavaricus  ,Bavarian pine vole,CR
MAMMALIA,Microtus,breweri,,Beach vole,VU
MAMMALIA,Microtus,oaxacensis,,Tarabundi vole,EN
MAMMALIA,Microtus,umbrosus,,Zempoaltepec vole,EN
AMPHIBIA,Micryletta,steinegeri,,,EN
MAMMALIA,Millardia,kondana,,Kondana rat,CR
AVES,Mimus,graysoni,Mimodes graysoni ,Socorro mockingbird,CR
AVES,Mimus,macdonaldi,Nesomimus macdonaldi ,Espanola mockingbird,VU
AVES,Mimus,melanotis,Mimus melanotis ,San Cristobal mockingbird,EN
AVES,Mimus,trifasciatus,Nesomimus trifasciatus ,Floreana mockingbird,CR
INSECTA,Minagrion,ribeiroi,,,CR
MAMMALIA,Mindomys,hammondi,Oryzomys hammondi  ,Hammond's rice rat,EN
AMPHIBIA,Minervarya,sahyadris,Fejervarya sahyadris  ,,EN
MAMMALIA,Miniopterus,fuscus,,Southeast Asian long-fingered bat,EN
MAMMALIA,Miniopterus,robustior,,Loyalty bent-winged bat,EN
AMPHIBIA,Minyobates,steyermarki,Dendrobates steyermarki  ,,CR
AVES,Mirafra,ashi,,Ash's lark,EN
INSECTA,Miramella,irena,,,VU
INSECTA,Miriamrothschildia,aldabrensis,Ischnoptera aldabrensis  ,,EN
INSECTA,Miriamrothschildia,biplagiata,Onychostylus biplagiata  ,,EN
INSECTA,Miriamrothschildia,mahensis,,,EN
MAMMALIA,Mirimiri,acrodonta,Pteralopex acrodonta  ,Fijian monkey-faced bat,CR
MAMMALIA,Mirza,coquereli,,Coquerel's giant mouse lemur,EN
MAMMALIA,Mirza,zaza,,Northern giant mouse lemur,EN
AMPHIBIA,Mixophyes,balbus,,Grey barred frog,VU
AMPHIBIA,Mixophyes,fleayi,,Fleay's barred-frog,EN
AMPHIBIA,Mixophyes,iteratus,,Giant barred-frog,EN
AVES,Modulatrix,orostruthus,Arcanator orostruthus orostruthus,Dapple-throat,VU
MAMMALIA,Mogera,etigo,,Etigo mole,EN
AVES,Mohoua,ochrocephala,,Yellowhead,EN
MAMMALIA,Molossops,aequatorianus,,Equatorial dog-faced bat,VU
MAMMALIA,Monachus,monachus,Phoca monachus,Mediterranean monk seal,CR
AVES,Monarcha,boanensis,,Black-chinned monarch,CR
AVES,Monarcha,brehmii,,Biak monarch,EN
AVES,Monarcha,everetti,,White-tipped monarch,EN
AVES,Monarcha,julianae,,Black-backed monarch,VU
AVES,Monarcha,sacerdotum,,Flores monarch,EN
AVES,Monarcha,takatsukasae,,Tinian monarch,VU
AVES,Monias,benschi,,Subdesert mesite,VU
MAMMALIA,Monodelphis,reigi,,Reig's opossum,VU
MAMMALIA,Monodelphis,umbristriatus,Monodelphis umbristriata,Faint-striped opossum,VU
MAMMALIA,Monodelphis,unistriatus,Monodelphis unistriata,Single-striped opossum,CR
INSECTA,Monomorium,effractor,,,VU
INSECTA,Monomorium,hospitum,,,VU
INSECTA,Monomorium,inquilinum,,,VU
INSECTA,Monomorium,noualhieri,Monomorirm noualhieri  ,,VU
INSECTA,Monomorium,pergandei,,,VU
INSECTA,Monomorium,santschii,,,VU
INSECTA,Monomorium,talbotae,,,VU
AVES,Monticola,erythronotus,,Amber Mountain rock-thrush,EN
AMPHIBIA,Morerella,cyanophthalma,,,VU
INSECTA,Morimus,funereus,,,VU
